Host Name;DNS name 1;DNS name 2;State;Responsable;Critical;Priority;Type;Virt. Plataform;Fail Over Cluster or VMwware Datacenter;Business Function;Application name;Environment;Contact Team;Data center;Domain;Operating System;Time Zone;Network Adapter;MAC Address;IP Address Adapter 1;IP Address Adapter 2;IP Address Adapter 3;IP Address Adapter 4;Default Gateway;DNS Primary;DNS Secondary;SERVER MAKE;SERVER MODEL;SERVER TYPE;Console Remote Access;Service Tag (serial);Warranty end
CANSBKP06;cansbkp06.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;None;None;Infrastructure Server;NetBackup - Media Server;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia ;Intel(R) Gigabit 2P I350-t Adapter;A0-36-9F-14-3F-44;10.30.20.70/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;DELL;R720;PowerEdge;10.30.21.54 nãacessa;D4PZ9X1;12/06/2018
CANSBRO01;cansbro01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;Host Broker JDE_BRA_PD;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Enterprise (64-bit);(UTC-03:00) Brasilia;;;10.30.20.125/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;;;
CANSBRO02;cansbro02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;Host Broker JDE_BRA_PD;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Enterprise (64-bit);(UTC-03:00) Brasilia;;;10.30.20.130/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;;;
CANSCA01;CANSCA01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Certification Authority Server (CA);PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia ;vmxnet3 Ethernet Adapter;00:50:56:b8:3e:e8;10.30.20.67/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSCAS01;canscas01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Exchange Server;CAS - Exchange 2007;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia ;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:14:25:5E;10.30.22.74/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSCAS02;canscas02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Exchange Server;CAS - Exchange 2007;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia ;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:14:26:5B;10.30.22.75/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSCAS03;canscas03.sa.agcocorp.com;;OPERATING;INTEROP;YES;P3;Virtual;VMware;CANOAS;Exchange Server;Piloto Exchange 2012 (Bruno);PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia ;;;10.30.22.187;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSCDP01;canscdp01.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Registro e anáse de incidentes em protóos;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia ;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-16-30-26;10.30.20.86/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSCDP01DV;canscdp01dv.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Registro e anáse de incidentes em protóos;DV;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia ;Intel 21140-Based PCI Fast Ethernet Adapter;00-15-5D-14-3E-55;10.30.20.73/24;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSCDP02;CANSCDP02.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Registro e anáse de incidentes em protóos;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.20.231/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSCPP01PY;canscpp01py.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Homologaç do CPP;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia ;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:14:3E:59;10.30.20.105/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSCPP02DV;CANSCPP02DV.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;CPP/MES;DV;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Standard (32-bit);(UTC-03:00) Brasilia;;;10.30.20.105/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSCTO01;CANSCTO01.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;None;CANOAS;Infrastructure Server;Servidor Homologaç TI;DV/PY;;AGCO BR - Canoas;None;CentOS 6 (64-bit);(UTC-03:00) Brasilia;;;10.30.23.63/22;;;;;;;;;;None;None;None
CANSCTO02;CANSCTO02.sa.agcocorp.com;;IMPLEMENTING;INTEROP;NO;P3;Virtual;Hyper-V;CANOAS;Unknown;Homologaç Interop;Unknown;;;;;;;;10.30.23.228/22;;;;;;;;;;;;
CANSDB03;CANSDB03.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P1;Virtual;None;None;Data Base Server;Oracle Databases;PD;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;10.30.20.190;;;;10.30.20.1;;;;;;N/A;N/A;N/A
CANSDB03DR;CANSDB03DR.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P5;Appliance;None;none;Data Base Server;Node AIX;PD/DR;;Unknown;None;AIX;Unknown;;;10.31.20.102;;;;;;;IBM;;;N/A;N/A;N/A
CANSDB04;cansdb04.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P1;Virtual;None;None;Data Base Server;Oracle Databases;PD;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;10.30.20.192;;;;10.30.20.1;;;;;;N/A;N/A;N/A
CANSDB04DR;CANSDB04DR.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P5;Appliance;None;none;Data Base Server;Node AIX;PD/DR;;Unknown;None;AIX;Unknown;;;10.31.20.103;;;;;;;IBM;;;N/A;N/A;N/A
CANSDB08DV;None;;DECOMMISSIONED;INTEROP;NO;P5;Physical;None;N/A;Data Base Server;Servidor de Testes Dos  DBA's;DV;;AGCO AR - General Rodriguez;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;Broadcom BCM5708C NetXtreme II GigE (NDIS VBD Client);00-13-72-5E-DA-F4;10.30.20.216;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;2950;PowerEdge;;N/A;N/A
CANSDB09;cansdb09.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;None;None;Data Base Server;Oracle Databases;PD;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;10.30.20.9;;;;Unknown;Unknown;Unknown;;;;None;None;None
CANSDB10;cansdb10.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Server Cluster Resource;None;CANSHOST07;Data Base Server;SQL Server 2008, SSIS, SawluzNFE, Tedesco,  SmartBuy, CDCFacil, Dealer Planning, Jira, CDCFAcil, Garantia, Implementos, WMS, DDI, Cognos, interface (AcoOnline, CreditFlow, CDCFAcil, Ekanban, GKO, JDE);PD;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;;;10.30.20.116/22 (SQL);10.30.168.91/24 (DMZ);182.10.1.195/16 (BKP);;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDB100PY;CANSDB100py.sa.agcocorp.com;"cansdb100py-vip.sa.agcocorp.com;";OPERATING;INTEROP;NO;P3;Physical;None;None;Data Base Server;AIX;PY;;AGCO BR - Canoas;None;AIX;Unknown;;;10.30.23.61;10.30.23.62;;;Unknown;Configuration Needed;Configuration Needed;;;;Configuration Needed;Configuration Needed;Configuration Needed
CANSDB10DR;cansdb10dr.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P1;Server Cluster Resource;VMware;MOGI DAS CRUZES;Data Base Server;SQL Server 2008;DR;;AGCO BR - Mogi das Cruzes;sa.agcocorp.com;Windows Server 2008 R2 Enterprise (64-bit);(UTC-03:00) Brasilia;;;10.31.20.52;;;;Unknown;Unknown;Unknown;;;;None;None;None
CANSDB10PP;CANSDB10PP.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P5;Virtual;;;Data Base Server;SQL;Unknown;;AGCO BR - Canoas;sa.agcocorp.com;Unknown;;;;10.30.23.87/22;;;;;;;;;;None;None;None
CANSDB10PY;CANSDB10PY.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Server Cluster Resource;None;CANSHOST06;Data Base Server;Database Server PY;PY;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;;;10.30.20.35/22;182.10.1.196/16;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSDB11;cansdb11.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Server Cluster Resource;None;CANSHOST07;Data Base Server;SQL Server 2008, Databases;PD;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;;;10.30.20.59/22 (SQL);;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDB11DR;cansdb11dr.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P1;Server Cluster Resource;VMware;MOGI DAS CRUZES;Data Base Server;SQL Server 2008;DR;;AGCO BR - Mogi das Cruzes;sa.agcocorp.com;Windows Server 2008 R2 Enterprise (64-bit);(UTC-03:00) Brasilia;;;10.31.20.53;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSDB11PY;CANSDB11PY.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Server Cluster Resource;None;CANSHOST06;Data Base Server;Database Server PY;PY;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;;;10.30.20.55/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDB12;cansdb12.sa.agcocorp.com;;OPERATING;INTEROP;YES;P3;Server Cluster Resource;None;CANSHOST07;Data Base Server;SQL Server 2008;PD;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;;;10.30.22.214/22 (SQL);;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDB12DR;cansdb12dr.sa.agcocorp.com;;OPERATING;INTEROP;YES;P3;Server Cluster Resource;None;MOGI DAS CRUZES;Data Base Server;SQL Server 2008;DR;;AGCO BR - Mogi das Cruzes;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;;;10.31.20.55/22 (SQL);;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDB13;cansdb13.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Server Cluster Resource;None;CANSHOST07;Data Base Server;SQL Server 2008, CPP/MES;PD;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;;;10.30.22.213/22 (SQL);;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDB13DR;cansdb13dr.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P1;Server Cluster Resource;VMware;MOGI DAS CRUZES;Data Base Server;SQL Server 2008;DR;;AGCO BR - Mogi das Cruzes;sa.agcocorp.com;Windows Server 2008 R2 Enterprise (64-bit);(UTC-03:00) Brasilia;;;10.31.20.54;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSDB14;cansdb14.sa.agcocorp.com;;IMPLEMENTING;INTEROP;YES;P1;Virtual;None;Canoas;Data Base Server;AGCOONLINE e Outros;PD;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;;;10.30.21.44/22 (SQL);;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDB14DR;cansdb14dr.sa.agcocorp.com;;IMPLEMENTING;INTEROP;YES;P3;Virtual;None;Canoas;Data Base Server;AGCOONLINE e Outros;DR;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;;;10.31.20.57/22 (SQL);;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDB14PY;cansdb14py.sa.agcocorp.com;;IMPLEMENTING;INTEROP;YES;P3;Virtual;None;Canoas;Data Base Server;AGCOONLINE e Outros;PY;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;;;10.30.21.45/22 (SQL);;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDB91;cansdb91.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;None;None;Data Base Server;Oracle Databases;PD;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;10.30.20.65/24;;;;10.30.20.1;10.30.22.138;10.30.22.138;;;;None;None;None
CANSDB91DR;cansdb91dr.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;None;None;Data Base Server;Database Server Disaster Recovery;DR;;AGCO BR - Canoas;None;AIX;Unknown;;;10.31.20.35;;;;Unknown;Unknown;Unknown;;;;None;None;None
CANSDB92;cansdb92.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;None;None;Data Base Server;Oracle Databases;PD;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;10.30.20.68/24;;;;10.30.20.1;Unknown;Unknown;;;;None;None;None
CANSDB92DR;CANSDB92DR.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Appliance;None;none;Data Base Server;Node AIX;DR;;Unknown;None;AIX;Unknown;;;10.31.20.36;;;;Unknown;Unknown;Unknown;IBM;;;None;None;None
CANSDB93;cansdb93.sa.agcocorp.com;ORASATSA-SCAN.sa.agcocorp.com;OPERATING;INTEROP;YES;P1;Virtual;None;None;Data Base Server;Oracle Databases;PD;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;10.30.20.221 (publico);10.30.20.222 (VIP);10.30.20.218 (cluster);;10.30.20.1;Unknown;Unknown;;;;None;None;None
CANSDB93DR;CANSDB93DR.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Appliance;None;none;Data Base Server;Node AIX;DR;;Unknown;None;AIX;Unknown;;;10.31.20.30;;;;Unknown;Unknown;Unknown;IBM;;;None;None;None
CANSDB93PY;cansdb93py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;None;None;Data Base Server;Database Server Production;PY;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;10.30.20.232 (publico);10.30.20.233  (VIP);;;10.30.20.1;Unknown;Unknown;;;;None;None;None
CANSDB94;cansdb94.sa.agcocorp.com;ORASATSA-SCAN.sa.agcocorp.com;OPERATING;INTEROP;YES;P1;Virtual;None;None;Data Base Server;Oracle Databases;PD;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;10.30.20.223 (publico);10.30.20.236 (VIP);10.30.20.218 (cluster);;10.30.20.1;Unknown;Unknown;;;;None;None;None
CANSDB94DR;CANSDB94DR.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Appliance;None;none;Data Base Server;Node AIX;DR;;Unknown;None;AIX;Unknown;;;10.31.20.32;;;;Unknown;Unknown;Unknown;IBM;;;None;None;None
CANSDB94PY;cansdb94py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;None;None;Data Base Server;Database Server Production;PY;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;10.30.20.234 (publico);10.30.20.236  (VIP);;;10.30.20.1;Unknown;Unknown;;;;None;None;None
CANSDB95;CANSDB95.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Appliance;None;none;Data Base Server;Node AIX;PD;;Unknown;None;AIX;Unknown;;;10.30.20.2;10.30.20.3;;;Unknown;Unknown;Unknown;IBM;;;None;None;None
CANSDB95PY;cansdb95py.sa.agcocorp.com;ORAJDESAPY-SCAN.sa.agcocorp.com;OPERATING;INTEROP;NO;P3;Virtual;None;None;Data Base Server;Database Server Production;PY;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;10.30.21.11/22 (publico);10.30.21.10;;;10.30.20.1;Unknown;Unknown;;;;None;None;None
CANSDB96;CANSDB96.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Appliance;None;none;Data Base Server;Node AIX;PD;;Unknown;None;AIX;Unknown;;;10.30.20.4;;;;Unknown;Unknown;Unknown;IBM;;;None;None;None
CANSDB98DV;None;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Data Base Server;Database VMI DEV;DV;Bruno Strapazzon;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);;;;10.30.23.98/22;;;;10.30.20.1;Unknown;Unknown;;;;None;None;None
CANSDB98PY;None;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Data Base Server;Database VMI QA;PY;Bruno Strapazzon;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);;;;10.30.23.99/22;;;;10.30.20.1;Unknown;Unknown;;;;None;None;None
CANSDC04;cansdc04.agconet.com.br;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;PD;;AGCO BR - Canoas;agconet.com.br;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:8F:30;10.30.20.15/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDC04DV;cansdc04dv.agco_dsv.com.br;;DECOMMISSIONED;INTEROP;NO;P5;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;DV;;AGCO BR - Canoas;agco_dsv.com.br;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:14:45:89;10.30.20.53/22;;;;10.30.20.1;10.30.22.139;10.30.20.53;;;;N/A;N/A;N/A
CANSDC05DV;cansdc05dv.agco_dsv.com.br;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;DV;;AGCO BR - Canoas;agco_dsv.com.br;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.20.72/22;;;;10.30.20.1;10.30.20.72;10.30.23.13;;;;None;None;None
CANSDC05PY;CANSDC05PY.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Infrastructure Server;Novo dc para o dominio AGCO_DSV, homologaç migraç constat;PY;;AGCO BR - Canoas;agco_dsv.com.br;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.13;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDC07;cansdc07.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;VMware;CANOAS;Infrastructure Server;IAS;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-16-2A-9C;10.30.20.40/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;N/A;N/A;N/A
CANSDC08;cansdc08.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-16-2E-54;10.30.20.41/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;N/A;N/A;N/A
CANSDC10;cansdc10.agconet.com.br;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;PD/DR;;AGCO BR - Canoas;agconet.com.br;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:71:82;10.30.20.115/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDC11;cansdc11.agconet.com.br;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;PD;;AGCO BR - Canoas;agconet.com.br;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00-50-56-B8-21-CB;10.30.20.143/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDC12;cansdc12.agconet.com.br;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;PD;;AGCO BR - Canoas;agconet.com.br;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00-50-56-B8-21-C5;10.30.20.151/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDC14DV;cansdc14dv.horacius-dv.tst;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;DV;;AGCO BR - Canoas;horacius-dv.tst;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00-50-56-B8-94-B9;10.30.22.18/22;10.30.22.19/22;;;10.38.20.1;10.30.22.18;127.0.0.1;;;;None;None;None
CANSDC15;cansdc15.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:B8:50;10.30.22.139/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDC16;cansdc16.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Physical;None;None;Infrastructure Server;Domain Controller;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Broadcom NetXtreme Gigabit Ethernet #4;00:10:18:F7:EB:A5;10.30.22.140/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;R420;PowerEdge;192.168.0.120;H4PZ9X1;14/06/2018
CANSDC17;cansdc17.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:14:4D:BB;10.30.22.138/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDC18;cansdc18.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-50-56-B8-46-14;10.30.20.12/22;;;;10.30.20.1;10.30.22.139;10.30.22.12;;;;None;None;None
CANSDC19;cansdc19.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;PD;;AGCO BR - Canoas;global.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.19/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSDC20;cansdc20.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Domain Controller;PD;;AGCO BR - Canoas;global.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.20/22;;;;10.30.20.1;10.30.22.139;10.30.22.140;;;;None;None;None
CANSDEP01;cansdep01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;JDE Deploy;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Enterprise (32-bit);(GMT-03:00) Brasilia;;;10.30.22.116/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;DELL;R610;PowerEdge;None;None;None
CANSDEP01_new;;;IMPLEMENTING;INTEROP;;;Virtual;VMware;CANOAS;Application Server;JDE Deploy;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Standard (32-bit);;;;10.30.23.152/22;;;;10.30.20.1;10.30.22.140;10.30.22.138;;;;None;None;None
CANSDESENV01;cansdesenv01.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Data Base Server;Repositorio de desenvolvimento;DV;;AGCO BR - Canoas;agco_dsv.com.br;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;VMware Accelerated AMD PCNet Adapter;00:50:56:A2:39:84;10.30.22.210/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDHCP02;cansdhcp02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;DHCP Server;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia ;;;10.30.20.51/22;;;;10.30.20.1;10.30.22.139;10.30.22.140;;;;None;None;None
CANSDHCP03;cansdhcp03.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;DHCP Server;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia ;;;10.30.20.52/22;;;;10.30.20.1;10.30.22.139;10.30.22.140;;;;None;None;None
CANSDLO02;cansdlo02.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;DLO Server;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia ;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:16:30:2B;10.30.22.51/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSDLO03;cansdlo03.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;DLO Server;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia ;vmxnet3 Ethernet Adapter;00-50-56-B8-DD-2D;10.30.23.15/22;;;;10.30.20.1;10.30.22.139;10.30.22.140;;;;None;None;None
